ID;Plot;Plant_sp;Plant_sp_complete;Plant_id;N_fruit;N_seeds;Weight;N_predated_seeds;Antagonist_collected;Notes
;;;;;3;1;;;;
;;;;;4;0;;;;
;;;;;5;1;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
488;E;ROFF;Rosmarinus_officinalis;84;1;3;;;;
;;;;;2;2;;;;
;;;;;3;3;;;;
;;;;;4;1;;;;
;;;;;5;3;;;;
;;;;;6;2;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
489;E;ROFF;Rosmarinus_officinalis;85;1;2;;;;
;;;;;2;4;;;;
;;;;;3;4;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;2;;;;
;;;;;10;0;;;;
490;E;ROFF;Rosmarinus_officinalis;86;1;3;;;;
;;;;;2;2;;;;
;;;;;3;0;;;;
;;;;;4;3;;;;
;;;;;5;2;;;;
;;;;;6;3;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
491;E;ROFF;Rosmarinus_officinalis;87;1;2;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;4;;;;
;;;;;5;2;;;;
;;;;;6;2;;;;
;;;;;7;2;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
492;E;ROFF;Rosmarinus_officinalis;88;1;1;;;;
;;;;;2;1;;;;
;;;;;3;3;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;3;;;;
;;;;;7;4;;;;
;;;;;8;4;;;;
;;;;;9;2;;;;
;;;;;10;1;;;;
493;E;ROFF;Rosmarinus_officinalis;89;1;4;;;;
;;;;;2;1;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
494;E;ROFF;Rosmarinus_officinalis;90;1;2;;;;
;;;;;2;4;;;;
;;;;;3;2;;;;
;;;;;4;3;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
495;E;HCOM;Halimium_commutatum;181;;;;;;
496;E;HCOM;Halimium_commutatum;182;;;;;;
497;E;HCOM;Halimium_commutatum;183;;;;;;
498;E;HCOM;Halimium_commutatum;184;;;;;;
499;E;HCOM;Halimium_commutatum;185;;;;;;
500;E;HCOM;Halimium_commutatum;186;;;;;;
501;E;HCOM;Halimium_commutatum;187;;;;;;
502;E;HCOM;Halimium_commutatum;188;;;;;;
503;E;HCOM;Halimium_commutatum;189;;;;;;
504;E;HCOM;Halimium_commutatum;190;;;;;;
505;E;HCOM;Halimium_commutatum;191;;;;;;
506;E;HCOM;Halimium_commutatum;192;;;;;;
507;E;HCOM;Halimium_commutatum;193;;;;;;
508;E;HCOM;Halimium_commutatum;194;;;;;;
509;E;HCOM;Halimium_commutatum;195;;;;;;
510;E;LPED;Lavandula_pedunculata;321;1;3;;;;
;;;;;2;1;;;;
;;;;;3;2;;;;
;;;;;4;2;;;;
;;;;;5;3;;;;
;;;;;6;2;;;;
;;;;;7;2;;;;
;;;;;8;2;;;;
;;;;;9;2;;;;
;;;;;10;2;;;;
511;E;LPED;Lavandula_pedunculata;322;1;2;;data lost;;
;;;;;2;1;;data lost;;
;;;;;3;2;;data lost;;
;;;;;4;2;;data lost;;
;;;;;5;1;;data lost;;
;;;;;6;1;;data lost;;
;;;;;7;2;;;;
;;;;;8;1;;;;
;;;;;9;2;;;;
;;;;;10;2;;;;
512;E;LPED;Lavandula_pedunculata;323;1;3;;;;
;;;;;2;1;;;;
;;;;;3;3;;;;
;;;;;4;2;;;;
;;;;;5;1;;;;
;;;;;6;2;;;;
;;;;;7;3;;;;
;;;;;8;4;;;;
;;;;;9;4;;;;
;;;;;10;3;;;;
513;E;LPED;Lavandula_pedunculata;324;1;1;;;;
;;;;;2;3;;;;
;;;;;3;3;;;;
;;;;;4;4;;;;
;;;;;5;2;;;;
;;;;;6;3;;;;
;;;;;7;2;;;;
;;;;;8;3;;;;
;;;;;9;2;;;;
;;;;;10;3;;;;
514;E;LPED;Lavandula_pedunculata;325;1;3;;;;
;;;;;2;2;;;;
;;;;;3;3;;;;
;;;;;4;2;;;;
;;;;;5;3;;;;
;;;;;6;2;;;;
;;;;;7;2;;;;
;;;;;8;3;;;;
;;;;;9;2;;;;
;;;;;10;2;;;;
515;E;LPED;Lavandula_pedunculata;326;1;1;;;;
;;;;;2;1;;;;
;;;;;3;3;;;;
;;;;;4;1;;;;
;;;;;5;2;;;;
;;;;;6;2;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;3;;;;
;;;;;10;3;;;;
516;E;LPED;Lavandula_pedunculata;327;1;2;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;4;;;;
;;;;;6;3;;;;
;;;;;7;3;;;;
;;;;;8;1;;;;
;;;;;9;2;;;;
;;;;;10;2;;;;
517;E;LPED;Lavandula_pedunculata;328;1;4;;;;
;;;;;2;2;;;;
;;;;;3;2;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;2;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;1;;;;
;;;;;10;2;;;;
518;E;LPED;Lavandula_pedunculata;329;1;3;;;;
;;;;;2;2;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;4;;;;
;;;;;7;2;;;;
;;;;;8;1;;;;
;;;;;9;3;;;;
;;;;;10;2;;;;
519;E;LPED;Lavandula_pedunculata;330;1;1;;;;
;;;;;2;1;;;;
;;;;;3;2;;;;
;;;;;4;1;;;;
;;;;;5;2;;;;
;;;;;6;3;;;;
;;;;;7;1;;;;
;;;;;8;2;;;;
;;;;;9;1;;;;
;;;;;10;3;;;;
520;E;LPED;Lavandula_pedunculata;331;1;1;;;;
;;;;;2;4;;;;
;;;;;3;2;;;;
;;;;;4;3;;;;
;;;;;5;4;;;;
;;;;;6;4;;;;
;;;;;7;3;;;;
;;;;;8;3;;;;
;;;;;9;3;;;;
;;;;;10;4;;;;
521;E;LPED;Lavandula_pedunculata;332;1;1;;;;
;;;;;2;3;;;;
;;;;;3;3;;;;
;;;;;4;3;;;;
;;;;;5;1;;;;
;;;;;6;3;;;;
;;;;;7;2;;;;
;;;;;8;3;;;;
;;;;;9;1;;;;
;;;;;10;3;;;;
522;E;LPED;Lavandula_pedunculata;333;1;3;;;;
;;;;;2;3;;;;
;;;;;3;1;;;;
;;;;;4;2;;;;
;;;;;5;3;;;;
;;;;;6;2;;;;
;;;;;7;3;;;;
;;;;;8;2;;;;
;;;;;9;2;;;;
;;;;;10;1;;;;
523;E;LPED;Lavandula_pedunculata;334;1;2;;;;
;;;;;2;3;;;;
;;;;;3;2;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;2;;;;
;;;;;7;1;;;;
;;;;;8;2;;;;
;;;;;9;3;;;;
;;;;;10;4;;;;
524;E;LPED;Lavandula_pedunculata;335;1;1;;;;
;;;;;2;2;;;;
;;;;;3;2;;;;
;;;;;4;2;;;;
;;;;;5;3;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;4;;;;
;;;;;9;1;;;;
;;;;;10;2;;;;
525;E;CSAL;Cistus_salviifolius;361;;;;;;
526;E;CSAL;Cistus_salviifolius;362;;;;;;
527;E;CSAL;Cistus_salviifolius;363;;;;;;
528;E;CSAL;Cistus_salviifolius;364;;;;;;
529;E;CSAL;Cistus_salviifolius;365;;;;;;
530;E;CSAL;Cistus_salviifolius;365_1;;;;;;
531;E;CSAL;Cistus_salviifolius;365_2;;;;;;
532;E;CSAL;Cistus_salviifolius;365_3;;;;;;
533;E;CSAL;Cistus_salviifolius;365_4;;;;;;
534;E;CLIB;Cistus_libanotis;411;1;18;;;;
;;;;;2;9;;;;
;;;;;3;11;;;;
;;;;;4;7;;;;
;;;;;5;14;;;;
;;;;;6;11;;;;
;;;;;7;11;;;;
;;;;;8;15;;;;
;;;;;9;11;;;;
;;;;;10;5;;;;
535;E;CLIB;Cistus_libanotis;412;1;16;;;;
;;;;;2;16;;;;
;;;;;3;19;;;;
;;;;;4;16;;;;
;;;;;5;15;;;;
;;;;;6;10;;;;
;;;;;7;12;;;;
;;;;;8;15;;;;
;;;;;9;11;;;;
;;;;;10;12;;;;
536;E;CLIB;Cistus_libanotis;413;1;13;;;;
;;;;;2;13;;;;
;;;;;3;10;;;;
;;;;;4;15;;;;
;;;;;5;14;;;;
;;;;;6;16;;;;
;;;;;7;16;;;;
;;;;;8;10;;;;
;;;;;9;21;;;;
;;;;;10;12;;;;
537;E;CLIB;Cistus_libanotis;414;1;9;;;;
;;;;;2;9;;;;
;;;;;3;11;;;;
;;;;;4;19;;;;
;;;;;5;14;;;;
;;;;;6;14;;;;
;;;;;7;9;;;;
;;;;;8;4;;;;
;;;;;9;10;;;;
;;;;;10;8;;;;
538;E;CLIB;Cistus_libanotis;415;1;13;;;;
;;;;;2;12;;;;
;;;;;3;14;;;;
;;;;;4;20;;;;
;;;;;5;12;;;;
;;;;;6;4;;;;
;;;;;7;6;;;;
;;;;;8;3;;;;
;;;;;9;8;;;;
;;;;;10;6;;;;
539;E;CLIB;Cistus_libanotis;416;1;18;;;;
;;;;;2;22;;;;
;;;;;3;22;;;;
;;;;;4;18;;;;
;;;;;5;17;;;;
;;;;;6;18;;;;
;;;;;7;14;;;;
;;;;;8;23;;;;
;;;;;9;19;;;;
;;;;;10;5;;;;
540;E;CLIB;Cistus_libanotis;417;1;26;;;;
;;;;;2;22;;;;
;;;;;3;13;;;;
;;;;;4;14;;;;
;;;;;5;21;;;;
;;;;;6;19;;;;
;;;;;7;20;;;;
;;;;;8;18;;;;
;;;;;9;13;;;;
;;;;;10;8;;;;
541;E;CLIB;Cistus_libanotis;418;1;15;;;;
;;;;;2;7;;;;
;;;;;3;19;;;;
;;;;;4;8;;;;
;;;;;5;10;;;;
;;;;;6;9;;;;
;;;;;7;9;;;;
;;;;;8;11;;;;
;;;;;9;5;;;;
;;;;;10;9;;;;
542;E;CLIB;Cistus_libanotis;419;1;18;;;;
;;;;;2;15;;;;
;;;;;3;21;;;;
;;;;;4;15;;;;
;;;;;5;16;;;;
;;;;;6;18;;;;
;;;;;7;18;;;;
;;;;;8;16;;;;
;;;;;9;19;;;;
;;;;;10;16;;;;
543;E;CLIB;Cistus_libanotis;420;1;14;;;;
;;;;;2;22;;;;
;;;;;3;19;;;;
;;;;;4;7;;;;
;;;;;5;9;;;;
;;;;;6;7;;;;
;;;;;7;14;;;;
;;;;;8;12;;;;
;;;;;9;10;;;;
;;;;;10;5;;;;
544;E;CLIB;Cistus_libanotis;421;1;17;;;;
;;;;;2;22;;;;
;;;;;3;19;;;;
;;;;;4;23;;;;
;;;;;5;12;;;;
;;;;;6;5;;;;
;;;;;7;12;;;;
;;;;;8;9;;;;
;;;;;9;3;;;;
;;;;;10;4;;;;
545;E;CLIB;Cistus_libanotis;422;1;15;;;;
;;;;;2;20;;;;
;;;;;3;21;;;;
;;;;;4;17;;;;
;;;;;5;11;;;;
;;;;;6;16;;;;
;;;;;7;13;;;;
;;;;;8;10;;;;
;;;;;9;6;;;;
;;;;;10;6;;;;
546;E;CLIB;Cistus_libanotis;423;1;12;;;;
;;;;;2;19;;;;
;;;;;3;11;;;;
;;;;;4;13;;;;
;;;;;5;16;;;;
;;;;;6;13;;;;
;;;;;7;17;;;;
;;;;;8;10;;;;
;;;;;9;8;;;;
;;;;;10;11;;;;
547;E;CLIB;Cistus_libanotis;424;1;23;;;;
;;;;;2;14;;;;
;;;;;3;19;;;;
;;;;;4;16;;;;
;;;;;5;12;;;;
;;;;;6;21;;;;
;;;;;7;18;;;;
;;;;;8;15;;;;
;;;;;9;18;;;;
;;;;;10;23;;good;;
548;E;CLIB;Cistus_libanotis;425;1;19;;;;
;;;;;2;16;;;;
;;;;;3;23;;;;
;;;;;4;19;;;;
;;;;;5;15;;;;
;;;;;6;16;;;;
;;;;;7;11;;;;
;;;;;8;7;;;;
;;;;;9;11;;;;
;;;;;10;10;;;;
549;E;AVEL;Armeria_velutina;450;;;;;;
550;E;AVEL;Armeria_velutina;451;;;;;;
551;E;AVEL;Armeria_velutina;452;;;;;;
552;E;AVEL;Armeria_velutina;453;;;;;;
553;E;AVEL;Armeria_velutina;454;;;;;;
554;E;AVEL;Armeria_velutina;455;;;;;;
555;E;AVEL;Armeria_velutina;456;;;;;;
556;E;AVEL;Armeria_velutina;457;;;;;;
557;E;AVEL;Armeria_velutina;458;;;;;;
558;E;AVEL;Armeria_velutina;459;;;;;;
559;E;HHAL;Halimium_halimifolium;531;1;NA;;;;
;;;;;2;NA;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
560;E;HHAL;Halimium_halimifolium;532;;;;;;
561;E;HHAL;Halimium_halimifolium;533;1;41;;;;
;;;;;2;50;;;;
;;;;;3;36;;;;
;;;;;4;40;;;;
;;;;;5;55;;;;
;;;;;6;27;;;;
;;;;;7;33;;;;
;;;;;8;40;;;;
;;;;;9;30;;;;
;;;;;10;35;;;;
562;E;HHAL;Halimium_halimifolium;534;1;21;;;;
;;;;;2;18;;;;
;;;;;3;21;;;;
;;;;;4;19;;;;
;;;;;5;16;;;;
;;;;;6;25;;;;
;;;;;7;18;;;;
;;;;;8;23;;;;
;;;;;9;14;;;;
;;;;;10;11;;;;
563;E;HHAL;Halimium_halimifolium;535;1;25;;;;
;;;;;2;20;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
564;E;HHAL;Halimium_halimifolium;536;1;33;;;;
;;;;;2;41;;;;
;;;;;3;17;;;;
;;;;;4;40;;;;
;;;;;5;34;;;;
;;;;;6;35;;;;
;;;;;7;18;;;;
;;;;;8;14;;;;
;;;;;9;34;;;;
;;;;;10;27;;;;
565;E;HHAL;Halimium_halimifolium;537;1;12;;;;
;;;;;2;24;;;;
;;;;;3;26;;;;
;;;;;4;30;;;;
;;;;;5;21;;;;
;;;;;6;12;;;;
;;;;;7;29;;;;
;;;;;8;21;;;;
;;;;;9;25;;;;
;;;;;10;16;;;;
566;E;HHAL;Halimium_halimifolium;538;1;17;;;;
;;;;;2;27;;;;
;;;;;3;18;;;;
;;;;;4;19;;;;
;;;;;5;26;;;;
;;;;;6;17;;;;
;;;;;7;20;;;;
;;;;;8;12;;;;
;;;;;9;13;;;;
;;;;;10;14;;;;
567;E;HHAL;Halimium_halimifolium;539;1;51;;;;
;;;;;2;48;;;;
;;;;;3;16;;;;
;;;;;4;26;;larvae (same);;
;;;;;5;47;;;;
;;;;;6;8;;;;
;;;;;7;27;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
568;E;HHAL;Halimium_halimifolium;540;1;27;;;;
;;;;;2;27;;;;
;;;;;3;22;;;;
;;;;;4;25;;;;
;;;;;5;14;;;;
;;;;;6;20;;;;
;;;;;7;23;;;;
;;;;;8;5;;;;
;;;;;9;17;;;;
;;;;;10;21;;;;
569;E;HHAL;Halimium_halimifolium;541;1;33;;;;
;;;;;2;27;;;;
;;;;;3;28;;;;
;;;;;4;32;;;;
;;;;;5;48;;;;
;;;;;6;31;;;;
;;;;;7;32;;;;
;;;;;8;39;;;;
;;;;;9;37;;;;
;;;;;10;36;;;;
570;E;HHAL;Halimium_halimifolium;542;;;;;;
571;E;HHAL;Halimium_halimifolium;543;1;21;;;;
;;;;;2;18;;;;
;;;;;3;14;;;;
;;;;;4;32;;;;
;;;;;5;14;;;;
;;;;;6;20;;;;
;;;;;7;20;;;;
;;;;;8;22;;;;
;;;;;9;20;;one predated fruit (hole with damage, same larvae);;
;;;;;10;18;;;;
572;E;HHAL;Halimium_halimifolium;544;1;44;;;;
;;;;;2;0;;;;
;;;;;3;0;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
573;E;HHAL;Halimium_halimifolium;545;1;1;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
574;E;TMAS;Thymus_mastichina;601;1;1;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;1;;;;
;;;;;10;1;;;;
575;E;TMAS;Thymus_mastichina;602;1;1;;;;
;;;;;2;2;;;;
;;;;;3;2;;;;
;;;;;4;2;;;;
;;;;;5;2;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;1;;;;
;;;;;10;1;;;;
576;E;TMAS;Thymus_mastichina;603;1;2;;;;
;;;;;2;1;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
577;E;TMAS;Thymus_mastichina;604;1;1;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;2;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;2;;;;
;;;;;10;1;;;;
578;E;TMAS;Thymus_mastichina;605;1;1;;;;
;;;;;2;NA;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
579;E;TMAS;Thymus_mastichina;606;1;1;;;;
;;;;;2;1;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
580;E;TMAS;Thymus_mastichina;607;1;1;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
581;E;TMAS;Thymus_mastichina;608;1;1;;;;
;;;;;2;NA;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
582;E;TMAS;Thymus_mastichina;609;1;1;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;2;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
583;E;TMAS;Thymus_mastichina;610;1;NA;;;;
;;;;;2;NA;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
584;F;LPED;Lavandula_pedunculata;336;1;1;;;;
;;;;;2;1;;;;
;;;;;3;3;;;;
;;;;;4;2;;;;
;;;;;5;4;;;;
;;;;;6;2;;;;
;;;;;7;2;;;;
;;;;;8;1;;;;
;;;;;9;2;;;;
;;;;;10;2;;;;
585;F;LPED;Lavandula_pedunculata;337;1;2;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;3;;;;
;;;;;5;3;;;;
;;;;;6;2;;;;
;;;;;7;1;;;;
;;;;;8;3;;;;
;;;;;9;3;;;;
;;;;;10;2;;;;
586;F;LPED;Lavandula_pedunculata;338;1;2;;;;
;;;;;2;2;;;;
;;;;;3;3;;;;
;;;;;4;2;;;;
;;;;;5;2;;;;
;;;;;6;2;;;;
;;;;;7;3;;;;
;;;;;8;3;;;;
;;;;;9;2;;;;
;;;;;10;1;;;;
587;F;LPED;Lavandula_pedunculata;339;1;1;;;;
;;;;;2;1;;;;
;;;;;3;3;;;;
;;;;;4;1;;;;
;;;;;5;2;;;;
;;;;;6;2;;;;
;;;;;7;2;;;;
;;;;;8;3;;;;
;;;;;9;3;;;;
;;;;;10;2;;;;
588;F;LPED;Lavandula_pedunculata;340;1;1;;;;
;;;;;2;3;;;;
;;;;;3;1;;;;
;;;;;4;2;;;;
;;;;;5;2;;;;
;;;;;6;2;;;;
;;;;;7;1;;;;
;;;;;8;4;;;;
;;;;;9;2;;;;
;;;;;10;1;;;;
589;F;LPED;Lavandula_pedunculata;341;1;3;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;3;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;4;;;;
;;;;;9;3;;;;
;;;;;10;1;;;;
590;F;LPED;Lavandula_pedunculata;342;1;2;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;2;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;1;;;;
;;;;;10;1;;;;
591;F;LPED;Lavandula_pedunculata;343;1;4;;;;
;;;;;2;3;;;;
;;;;;3;1;;;;
;;;;;4;3;;;;
;;;;;5;3;;;;
;;;;;6;3;;;;
;;;;;7;1;;;;
;;;;;8;3;;;;
;;;;;9;2;;;;
;;;;;10;1;;;;
592;F;LPED;Lavandula_pedunculata;344;1;2;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;2;;;;
;;;;;5;2;;;;
;;;;;6;2;;;;
;;;;;7;2;;;;
;;;;;8;2;;;;
;;;;;9;1;;;;
;;;;;10;3;;;;
