ID;Plot;Plant_sp;Plant_sp_complete;Plant_id;N_fruit;N_seeds;Weight;predated_seeds;Antagonist_collected;Notes;Num_fruit;Num_seeds;Seeds_depredadas;Promedio
138;B;HCOM;Halimium_commutatum;131;1;2;;;;Fruto abierto pero parece que no se han caído semillas;;;;
138;B;HCOM;Halimium_commutatum;131;2;1;;;;Fruto abierto pero parece que no se han caído semillas;;;;
138;B;HCOM;Halimium_commutatum;131;3;2;;;;;;;;
138;B;HCOM;Halimium_commutatum;131;4;1;;;;;;;;
138;B;HCOM;Halimium_commutatum;131;5;1;;;;;;;;
138;B;HCOM;Halimium_commutatum;131;6;1;;;;;;;;
138;B;HCOM;Halimium_commutatum;131;7;1;;;;;;;;
138;B;HCOM;Halimium_commutatum;131;8;1;;;;;;;;
138;B;HCOM;Halimium_commutatum;131;9;3;;;;;;;;
139;B;HCOM;Halimium_commutatum;132;1;3;;;;;;;;
139;B;HCOM;Halimium_commutatum;132;2;3;;;;;;;;
139;B;HCOM;Halimium_commutatum;132;3;3;;;;;;;;
139;B;HCOM;Halimium_commutatum;132;4;4;;;;;;;;
139;B;HCOM;Halimium_commutatum;132;5;3;;;;;;;;
139;B;HCOM;Halimium_commutatum;132;6;3;;;;;;;;
139;B;HCOM;Halimium_commutatum;132;7;3;;;;;;;;
139;B;HCOM;Halimium_commutatum;132;8;1;;;;;;;;
139;B;HCOM;Halimium_commutatum;132;9;3;;;;;;;;
139;B;HCOM;Halimium_commutatum;132;10;2;;;;;;;;
140;B;HCOM;Halimium_commutatum;133;1;3;;;;;;;;
140;B;HCOM;Halimium_commutatum;133;2;3;;;;Poco turgentes;;;;
140;B;HCOM;Halimium_commutatum;133;3;3;;;;;;;;
140;B;HCOM;Halimium_commutatum;133;4;1;;;;;;;;
140;B;HCOM;Halimium_commutatum;133;5;2;;;;;;;;
140;B;HCOM;Halimium_commutatum;133;6;2;;;;;;;;
140;B;HCOM;Halimium_commutatum;133;7;2;;;;;;;;
140;B;HCOM;Halimium_commutatum;133;8;2;;;;;;;;
140;B;HCOM;Halimium_commutatum;133;9;4;;;;;;;;
140;B;HCOM;Halimium_commutatum;133;10;3;;;;;;;;
141;B;HCOM;Halimium_commutatum;134;1;2;;;;;;;;
141;B;HCOM;Halimium_commutatum;134;2;3;;;;;;;;
141;B;HCOM;Halimium_commutatum;134;3;2;;;;;;;;
141;B;HCOM;Halimium_commutatum;134;4;6;;;;Mal aspecto;;;;
141;B;HCOM;Halimium_commutatum;134;5;2;;;;;;;;
141;B;HCOM;Halimium_commutatum;134;6;2;;;;;;;;
141;B;HCOM;Halimium_commutatum;134;7;4;;;;;;;;
141;B;HCOM;Halimium_commutatum;134;8;1;;;;;;;;
141;B;HCOM;Halimium_commutatum;134;9;2;;;;;;;;
141;B;HCOM;Halimium_commutatum;134;10;3;;;;;;;;
142;B;HCOM;Halimium_commutatum;135;1;3;;;;;;;;
142;B;HCOM;Halimium_commutatum;135;2;3;;;;;;;;
142;B;HCOM;Halimium_commutatum;135;3;3;;;;;;;;
142;B;HCOM;Halimium_commutatum;135;4;3;;;;;;;;
142;B;HCOM;Halimium_commutatum;135;5;6;;;;;;;;
142;B;HCOM;Halimium_commutatum;135;6;3;;;;;;;;
142;B;HCOM;Halimium_commutatum;135;7;3;;;;;;;;
142;B;HCOM;Halimium_commutatum;135;8;2;;;;;;;;
142;B;HCOM;Halimium_commutatum;135;9;4;;;;;;;;
142;B;HCOM;Halimium_commutatum;135;10;2;;;;;;;;
143;B;SGEN;Stauracanthus_genistoides;226;Open;3,222222222;;;;;9;29;;3,222222222
143;B;SGEN;Stauracanthus_genistoides;226;1;0;;;;;;;;
143;B;SGEN;Stauracanthus_genistoides;226;2;0;;;;;;;;
143;B;SGEN;Stauracanthus_genistoides;226;3;0;;;;;;;;
143;B;SGEN;Stauracanthus_genistoides;226;4;0;;;;;;;;
143;B;SGEN;Stauracanthus_genistoides;226;5;0;;;;;;;;
144;B;SGEN;Stauracanthus_genistoides;227;Open;2,846153846;;;;;13;37;;2,846153846
144;B;SGEN;Stauracanthus_genistoides;227;1;2;;;;;;;;
144;B;SGEN;Stauracanthus_genistoides;227;2;0;;;;;;;;
144;B;SGEN;Stauracanthus_genistoides;227;3;0;;;;;;;;
145;B;SGEN;Stauracanthus_genistoides;228;Open;1,692307692;;;;;13;22;;1,692307692
145;B;SGEN;Stauracanthus_genistoides;228;1;0;;;;;;;;
146;B;SGEN;Stauracanthus_genistoides;229;Open;3,4;;;;;15;51;;3,4
146;B;SGEN;Stauracanthus_genistoides;229;1;2;;;;;;;;
147;B;SGEN;Stauracanthus_genistoides;230;Open;2,181818182;;;;;11;24;;2,181818182
147;B;SGEN;Stauracanthus_genistoides;230;1;0;;;;;;;;
147;B;SGEN;Stauracanthus_genistoides;230;2;0;;;;;;;;
147;B;SGEN;Stauracanthus_genistoides;230;3;0;;;;;;;;
147;B;SGEN;Stauracanthus_genistoides;230;4;0;;;;Agujeros;;;;
148;B;SGEN;Stauracanthus_genistoides;231;Open;1,125;;;3;;8;9;;1,125
148;B;SGEN;Stauracanthus_genistoides;231;1;0;;;;;;;;
148;B;SGEN;Stauracanthus_genistoides;231;2;0;;;;;;;;
149;B;SGEN;Stauracanthus_genistoides;232;All;1,375;;;;;16;22;;1,375
150;B;SGEN;Stauracanthus_genistoides;233;1;3;;;1;Avispita;;;;
150;B;SGEN;Stauracanthus_genistoides;233;2;1;;;;;;;;
150;B;SGEN;Stauracanthus_genistoides;233;3;0;;;;;;;;
150;B;SGEN;Stauracanthus_genistoides;233;4;0;;;;Restos crisálida;;;;
150;B;SGEN;Stauracanthus_genistoides;233;5;0;;;;;;;;
150;B;SGEN;Stauracanthus_genistoides;233;6;0;;;;Agujerito;;;;
150;B;SGEN;Stauracanthus_genistoides;233;7;0;;;;Agujerito;;;;
150;B;SGEN;Stauracanthus_genistoides;233;8;0;;;;;;;;
150;B;SGEN;Stauracanthus_genistoides;233;9;0;;;;;;;;
150;B;SGEN;Stauracanthus_genistoides;233;10;0;;;;;;;;
151;B;SGEN;Stauracanthus_genistoides;234;Open;;;;;;11;13;;1,181818182
151;B;SGEN;Stauracanthus_genistoides;234;1;1;;;;;;;;
151;B;SGEN;Stauracanthus_genistoides;234;2;1;;;;;;;;
151;B;SGEN;Stauracanthus_genistoides;234;3;0;;;;;;;;
151;B;SGEN;Stauracanthus_genistoides;234;4;0;;;;;;;;
152;B;SGEN;Stauracanthus_genistoides;235;Open;1,923076923;;;;;13;25;;1,923076923
152;B;SGEN;Stauracanthus_genistoides;235;1;0;;;;;;;;
153;B;LPED;Lavandula_pedunculata;276;;;;;;;;;;
154;B;LPED;Lavandula_pedunculata;277;;;;;;;;;;
155;B;LPED;Lavandula_pedunculata;278;;;;;;;;;;
156;B;LPED;Lavandula_pedunculata;279;;;;;;;;;;
157;B;LPED;Lavandula_pedunculata;280;;;;;;;;;;
158;B;LPED;Lavandula_pedunculata;281;;;;;;;;;;
159;B;LPED;Lavandula_pedunculata;282;;;;;;;;;;
160;B;LPED;Lavandula_pedunculata;283;;;;;;;;;;
161;B;LPED;Lavandula_pedunculata;284;;;;;;;;;;
162;B;LPED;Lavandula_pedunculata;285;;;;;;;;;;
163;B;LPED;Lavandula_pedunculata;286;;;;;;;;;;
164;B;LPED;Lavandula_pedunculata;287;;;;;;;;;;
165;B;LPED;Lavandula_pedunculata;288;;;;;;;;;;
166;B;LPED;Lavandula_pedunculata;289;;;;;;;;;;
167;B;LPED;Lavandula_pedunculata;290;;;;;;;;;;
168;B;CLIB;Cistus_libanotis;381;;;;;;;;;;
169;B;CLIB;Cistus_libanotis;382;;;;;;;;;;
170;B;CLIB;Cistus_libanotis;383;;;;;;;;;;
171;B;CLIB;Cistus_libanotis;384;;;;;;;;;;
172;B;CLIB;Cistus_libanotis;385;;;;;;;;;;
173;B;CLIB;Cistus_libanotis;386;;;;;;;;;;
174;B;CLIB;Cistus_libanotis;387;;;;;;;;;;
175;B;CLIB;Cistus_libanotis;388;;;;;;;;;;
176;B;CLIB;Cistus_libanotis;389;;;;;;;;;;
177;B;CLIB;Cistus_libanotis;390;;;;;;;;;;
178;B;CLIB;Cistus_libanotis;391;;;;;;;;;;
179;B;CLIB;Cistus_libanotis;392;;;;;;;;;;
180;B;CLIB;Cistus_libanotis;393;;;;;;;;;;
181;B;CLIB;Cistus_libanotis;394;;;;;;;;;;
182;B;CSAL;Cistus_salviifolius;Z;1;19;;;;;;;;
182;B;CSAL;Cistus_salviifolius;Z;2;23;;;;;;;;
182;B;CSAL;Cistus_salviifolius;Z;3;22;;;;;;;;
182;B;CSAL;Cistus_salviifolius;Z;4;11;;;;;;;;
182;B;CSAL;Cistus_salviifolius;Z;5;15;;;;;;;;
182;B;CSAL;Cistus_salviifolius;Z;6;43;;;;;;;;
182;B;CSAL;Cistus_salviifolius;Z;7;40;;;;;;;;
182;B;CSAL;Cistus_salviifolius;Z;8;5;;;;;;;;
182;B;CSAL;Cistus_salviifolius;Z;9;7;;;;;;;;
182;B;CSAL;Cistus_salviifolius;Z;10;32;;;;;;;;
183;B;CLIB;Cistus_libanotis;395;;;;;;;;;;
184;B;HHAL;Halimium_halimifolium;486;;;;;;;;;;
185;B;HHAL;Halimium_halimifolium;487;;;;;;;;;;
186;B;HHAL;Halimium_halimifolium;488;;;;;;;;;;
187;B;HHAL;Halimium_halimifolium;489;;;;;;;;;;
188;B;HHAL;Halimium_halimifolium;490;;;;;;;;;;
189;B;HHAL;Halimium_halimifolium;491;;;;;;;;;;
190;B;HHAL;Halimium_halimifolium;492;1;48;0,0146;0,000304167;;;6;;0,0031;0,000516667
190;B;HHAL;Halimium_halimifolium;492;2;47;0,0107;0,00022766;;Medio verdes;29;;0,0117;0,000403448
190;B;HHAL;Halimium_halimifolium;492;3;39;0,0045;0,000115385;;Medio verdes;44;;0,0168;0,000381818
190;B;HHAL;Halimium_halimifolium;492;4;42;0,0035;8,33E-05;;Medio verdes;;;;
190;B;HHAL;Halimium_halimifolium;492;5;41;0,0062;0,00015122;;Medio verdes;;;;
190;B;HHAL;Halimium_halimifolium;492;6;49;0,0052;0,000106122;;Medio verdes;;;;
190;B;HHAL;Halimium_halimifolium;492;7;28;0,0044;0,000157143;;Medio verdes;;;;
190;B;HHAL;Halimium_halimifolium;492;8;36;0,0036;0,0001;;Verde;;;;
190;B;HHAL;Halimium_halimifolium;492;9;21;0,0034;0,000161905;;Verde;;;;
190;B;HHAL;Halimium_halimifolium;492;10;27;0,0088;0,000325926;;;;;;
190;B;HHAL;Halimium_halimifolium;492;;;;0,000173286;;;;;;0,000433978
191;B;HHAL;Halimium_halimifolium;493;;;;;;;;;;
192;B;HHAL;Halimium_halimifolium;494;;;;;;;;;;
193;B;HHAL;Halimium_halimifolium;495;;;;;;;;;;
194;B;HHAL;Halimium_halimifolium;496;;;;;;;;;;
195;B;HHAL;Halimium_halimifolium;497;;;;;;;;;;
196;B;HHAL;Halimium_halimifolium;498;;;;;;;;;;
197;B;HHAL;Halimium_halimifolium;499;;;;;;;;;;
198;B;HHAL;Halimium_halimifolium;500;1;22;0,01;;;;;;;
198;B;HHAL;Halimium_halimifolium;500;2;17;0,0085;;;;;;;
198;B;HHAL;Halimium_halimifolium;500;3;32;0,142;;;;;;;
198;B;HHAL;Halimium_halimifolium;500;4;34;0,0144;;;;;;;
198;B;HHAL;Halimium_halimifolium;500;5;27;0,0126;;;;;;;
198;B;HHAL;Halimium_halimifolium;500;6;14;0,0116;;;;;;;
198;B;HHAL;Halimium_halimifolium;500;7;7;0,0037;;;;;;;
198;B;HHAL;Halimium_halimifolium;500;8;19;0,0128;;;;;;;
198;B;HHAL;Halimium_halimifolium;500;9;14;0,0073;;;;;;;
198;B;HHAL;Halimium_halimifolium;500;10;42;0,0174;;;;;;;
199;B;TMAS;Thymus_mastichina;576;;;;;;;;;;
200;B;TMAS;Thymus_mastichina;577;;;;;;;;;;
201;B;TMAS;Thymus_mastichina;578;;;;;;;;;;
202;B;TMAS;Thymus_mastichina;579;;;;;;;;;;
203;B;TMAS;Thymus_mastichina;580;;;;;;;;;;
204;B;TMAS;Thymus_mastichina;581;;;;;;;;;;
205;B;TMAS;Thymus_mastichina;582;;;;;;;;;;
206;B;TMAS;Thymus_mastichina;583;;;;;;;;;;
207;B;TMAS;Thymus_mastichina;584;;;;;;;;;;
208;B;TMAS;Thymus_mastichina;585;;;;;;;;;;
209;B;HPIC;Helichrysum_picardii;626;;;;;;;;;;
210;B;HPIC;Helichrysum_picardii;627;;;;;;;;;;
211;B;HPIC;Helichrysum_picardii;628;;;;;;;;;;
212;B;HPIC;Helichrysum_picardii;629;;;;;;;;;;
213;B;HPIC;Helichrysum_picardii;630;;;;;;;;;;
214;B;HPIC;Helichrysum_picardii;631;;;;;;;;;;
215;B;HPIC;Helichrysum_picardii;632;;;;;;;;;;
216;B;HPIC;Helichrysum_picardii;633;;;;;;;;;;
217;B;HPIC;Helichrysum_picardii;634;;;;;;;;;;
218;B;HPIC;Helichrysum_picardii;635;;;;;;;;;;
219;B;HPIC;Helichrysum_picardii;636;;;;;;;;;;
220;B;HPIC;Helichrysum_picardii;637;;;;;;;;;;
221;B;HPIC;Helichrysum_picardii;638;;;;;;;;;;
222;B;HPIC;Helichrysum_picardii;639;;;;;;;;;;
223;B;HPIC;Helichrysum_picardii;640;;;;;;;;;;
224;B;HPIC;Helichrysum_picardii;688;;;;;;;;;;
225;B;HPIC;Helichrysum_picardii;689;;;;;;;;;;
226;B;HPIC;Helichrysum_picardii;690;;;;;;;;;;
227;B;HPIC;Helichrysum_picardii;691;;;;;;;;;;
228;B;HPIC;Helichrysum_picardii;692;;;;;;;;;;
229;C;ROFF;Rosmarinus_officinalis;31;;;;;;;;;;
230;C;ROFF;Rosmarinus_officinalis;32;;;;;;;;;;
231;C;ROFF;Rosmarinus_officinalis;33;;;;;;;;;;
232;C;ROFF;Rosmarinus_officinalis;34;;;;;;;;;;
233;C;ROFF;Rosmarinus_officinalis;35;;;;;;;;;;
234;C;ROFF;Rosmarinus_officinalis;36;;;;;;;;;;
235;C;ROFF;Rosmarinus_officinalis;37;;;;;;;;;;
236;C;ROFF;Rosmarinus_officinalis;38;;;;;;;;;;
237;C;ROFF;Rosmarinus_officinalis;39;;;;;;;;;;
238;C;ROFF;Rosmarinus_officinalis;40;;;;;;;;;;
239;C;ROFF;Rosmarinus_officinalis;41;;;;;;;;;;
240;C;ROFF;Rosmarinus_officinalis;42;;;;;;;;;;
241;C;ROFF;Rosmarinus_officinalis;43;;;;;;;;;;
242;C;ROFF;Rosmarinus_officinalis;44;;;;;;;;;;
243;C;ROFF;Rosmarinus_officinalis;45;;;;;;;;;;
244;C;HCOM;Halimium_commutatum;136;1;3;;;;;;;;
244;C;HCOM;Halimium_commutatum;136;2;2;;;;;;;;
244;C;HCOM;Halimium_commutatum;136;3;3;;;;;;;;
244;C;HCOM;Halimium_commutatum;136;4;3;;;;;;;;
244;C;HCOM;Halimium_commutatum;136;5;3;;;;;;;;
244;C;HCOM;Halimium_commutatum;136;6;3;;;;;;;;
244;C;HCOM;Halimium_commutatum;136;7;3;;;;;;;;
244;C;HCOM;Halimium_commutatum;136;8;3;;;;;;;;
244;C;HCOM;Halimium_commutatum;136;9;3;;;;;;;;
244;C;HCOM;Halimium_commutatum;136;10;2;;;;;;;;
245;C;HCOM;Halimium_commutatum;137;1;2;;;;;;;;
245;C;HCOM;Halimium_commutatum;137;2;3;;;;;;;;
245;C;HCOM;Halimium_commutatum;137;3;3;;;;;;;;
245;C;HCOM;Halimium_commutatum;137;4;3;;;;;;;;
245;C;HCOM;Halimium_commutatum;137;5;2;;;;;;;;
245;C;HCOM;Halimium_commutatum;137;6;3;;;;;;;;
245;C;HCOM;Halimium_commutatum;137;7;3;;;;;;;;
245;C;HCOM;Halimium_commutatum;137;8;2;;;;;;;;
245;C;HCOM;Halimium_commutatum;137;9;3;;;;;;;;
245;C;HCOM;Halimium_commutatum;137;10;2;;;;;;;;
246;C;HCOM;Halimium_commutatum;138;1;3;;;;;;;;
246;C;HCOM;Halimium_commutatum;138;2;2;;;;;;;;
246;C;HCOM;Halimium_commutatum;138;3;3;;;;;;;;
246;C;HCOM;Halimium_commutatum;138;4;2;;;;;;;;
246;C;HCOM;Halimium_commutatum;138;5;2;;;;;;;;
246;C;HCOM;Halimium_commutatum;138;6;3;;;;;;;;
246;C;HCOM;Halimium_commutatum;138;7;1;;;;;;;;
246;C;HCOM;Halimium_commutatum;138;8;1;;;;;;;;
246;C;HCOM;Halimium_commutatum;138;9;3;;;;;;;;
246;C;HCOM;Halimium_commutatum;138;10;3;;;;;;;;
247;C;HCOM;Halimium_commutatum;139;1;3;;;;;;;;
247;C;HCOM;Halimium_commutatum;139;2;4;;;;;;;;
247;C;HCOM;Halimium_commutatum;139;3;2;;;;;;;;
247;C;HCOM;Halimium_commutatum;139;4;4;;;;;;;;
247;C;HCOM;Halimium_commutatum;139;5;2;;;;;;;;
247;C;HCOM;Halimium_commutatum;139;6;2;;;;;;;;
247;C;HCOM;Halimium_commutatum;139;7;3;;;;;;;;
247;C;HCOM;Halimium_commutatum;139;8;4;;;;;;;;
247;C;HCOM;Halimium_commutatum;139;9;3;;;;;;;;
247;C;HCOM;Halimium_commutatum;139;10;2;;;;;;;;
248;C;HCOM;Halimium_commutatum;140;1;2;;;;;;;;
248;C;HCOM;Halimium_commutatum;140;2;2;;;;;;;;
248;C;HCOM;Halimium_commutatum;140;3;1;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;1;3;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;2;3;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;3;3;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;4;2;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;5;1;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;6;3;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;7;2;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;8;3;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;9;2;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;10;0;;;;;;;;
250;C;HCOM;Halimium_commutatum;142;1;3;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;2;3;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;3;3;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;4;3;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;5;1;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;6;2;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;7;1;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;8;2;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;9;1;;;;;;;;
249;C;HCOM;Halimium_commutatum;141;10;2;;;;;;;;
251;C;HCOM;Halimium_commutatum;143;1;2;;;;Verdes;;;;
251;C;HCOM;Halimium_commutatum;143;2;3;;;;Verdes;;;;
251;C;HCOM;Halimium_commutatum;143;3;3;;;;Verdes;;;;
251;C;HCOM;Halimium_commutatum;143;4;3;;;;;;;;
251;C;HCOM;Halimium_commutatum;143;5;3;;;;;;;;
251;C;HCOM;Halimium_commutatum;143;6;2;;;;;;;;
251;C;HCOM;Halimium_commutatum;143;7;4;;;;;;;;
251;C;HCOM;Halimium_commutatum;143;8;3;;;;;;;;
251;C;HCOM;Halimium_commutatum;143;9;3;;;;Verdes;;;;
251;C;HCOM;Halimium_commutatum;143;10;3;;;;;;;;
252;C;HCOM;Halimium_commutatum;144;1;3;;;;;;;;
252;C;HCOM;Halimium_commutatum;144;2;2;;;;;;;;
252;C;HCOM;Halimium_commutatum;144;3;2;;;;;;;;
252;C;HCOM;Halimium_commutatum;144;4;1;;;;;;;;
252;C;HCOM;Halimium_commutatum;144;5;2;;;;;;;;
252;C;HCOM;Halimium_commutatum;144;6;3;;;;;;;;
252;C;HCOM;Halimium_commutatum;144;7;1;;;;;;;;
252;C;HCOM;Halimium_commutatum;144;8;3;;;;;;;;
252;C;HCOM;Halimium_commutatum;144;9;2;;;;;;;;
252;C;HCOM;Halimium_commutatum;144;10;1;;;;;;;;
253;C;HCOM;Halimium_commutatum;145;1;2;;;;;;;;
253;C;HCOM;Halimium_commutatum;145;2;3;;;;;;;;
253;C;HCOM;Halimium_commutatum;145;3;2;;;;Una poco turgente;;;;
253;C;HCOM;Halimium_commutatum;145;4;2;;;;;;;;
253;C;HCOM;Halimium_commutatum;145;5;3;;;;;;;;
253;C;HCOM;Halimium_commutatum;145;6;2;;;;Verdes;;;;
253;C;HCOM;Halimium_commutatum;145;7;1;;;;;;;;
253;C;HCOM;Halimium_commutatum;145;8;2;;;;;;;;
253;C;HCOM;Halimium_commutatum;145;9;1;;;;;;;;
253;C;HCOM;Halimium_commutatum;145;10;2;;;;;;;;
254;C;HCOM;Halimium_commutatum;146;1;3;;;;;;;;
254;C;HCOM;Halimium_commutatum;146;2;3;;;;;;;;
254;C;HCOM;Halimium_commutatum;146;3;1;;;;;;;;
254;C;HCOM;Halimium_commutatum;146;4;3;;;;;;;;
254;C;HCOM;Halimium_commutatum;146;5;1;;;;;;;;
254;C;HCOM;Halimium_commutatum;146;6;1;;;;;;;;
254;C;HCOM;Halimium_commutatum;146;7;1;;;;;;;;
254;C;HCOM;Halimium_commutatum;146;8;3;;;;;;;;
254;C;HCOM;Halimium_commutatum;146;9;2;;;;;;;;
254;C;HCOM;Halimium_commutatum;146;10;2;;;;;;;;
255;C;HCOM;Halimium_commutatum;147;1;4;;;;;;;;
255;C;HCOM;Halimium_commutatum;147;2;4;;;;;;;;
255;C;HCOM;Halimium_commutatum;147;3;4;;;;;;;;
255;C;HCOM;Halimium_commutatum;147;4;1;;;;;;;;
255;C;HCOM;Halimium_commutatum;147;5;4;;;;;;;;
255;C;HCOM;Halimium_commutatum;147;6;2;;;;;;;;
255;C;HCOM;Halimium_commutatum;147;7;4;;;;;;;;
255;C;HCOM;Halimium_commutatum;147;8;4;;;;;;;;
255;C;HCOM;Halimium_commutatum;147;9;4;;;;;;;;
255;C;HCOM;Halimium_commutatum;147;10;4;;;;;;;;
256;C;HCOM;Halimium_commutatum;148;1;2;;;;;;;;
256;C;HCOM;Halimium_commutatum;148;2;2;;;;;;;;
256;C;HCOM;Halimium_commutatum;148;3;3;;;;;;;;
256;C;HCOM;Halimium_commutatum;148;4;1;;;;;;;;
256;C;HCOM;Halimium_commutatum;148;5;1;;;;;;;;
256;C;HCOM;Halimium_commutatum;148;6;3;;;;;;;;
256;C;HCOM;Halimium_commutatum;148;7;2;;;;;;;;
256;C;HCOM;Halimium_commutatum;148;8;3;;;;;;;;
256;C;HCOM;Halimium_commutatum;148;9;1;;;;;;;;
256;C;HCOM;Halimium_commutatum;148;10;2;;;;;;;;
257;C;HCOM;Halimium_commutatum;149;1;3;;;;;;;;
257;C;HCOM;Halimium_commutatum;149;2;1;;;;;;;;
257;C;HCOM;Halimium_commutatum;149;3;2;;;;;;;;
257;C;HCOM;Halimium_commutatum;149;4;3;;;;;;;;
257;C;HCOM;Halimium_commutatum;149;5;2;;;;;;;;
257;C;HCOM;Halimium_commutatum;149;6;1;;;;;;;;
257;C;HCOM;Halimium_commutatum;149;7;2;;;;;;;;
257;C;HCOM;Halimium_commutatum;149;8;2;;;;;;;;
257;C;HCOM;Halimium_commutatum;149;9;1;;;;;;;;
257;C;HCOM;Halimium_commutatum;149;10;2;;;;;;;;
258;C;HCOM;Halimium_commutatum;150;1;3;;;;Fruto abierto;;;;
258;C;HCOM;Halimium_commutatum;150;2;3;;;;;;;;
258;C;HCOM;Halimium_commutatum;150;3;1;;;;;;;;
258;C;HCOM;Halimium_commutatum;150;4;1;;;;;;;;
258;C;HCOM;Halimium_commutatum;150;5;1;;;;Verde;;;;
258;C;HCOM;Halimium_commutatum;150;6;1;;;;;;;;
258;C;HCOM;Halimium_commutatum;150;7;2;;;;Verdes;;;;
258;C;HCOM;Halimium_commutatum;150;8;1;;;;;;;;
259;C;LPED;Lavandula_pedunculata;291;;;;;;;;;;
260;C;LPED;Lavandula_pedunculata;292;;;;;;;;;;
261;C;LPED;Lavandula_pedunculata;293;;;;;;;;;;
262;C;LPED;Lavandula_pedunculata;294;;;;;;;;;;
263;C;LPED;Lavandula_pedunculata;295;;;;;;;;;;
264;C;LPED;Lavandula_pedunculata;296;;;;;;;;;;
265;C;LPED;Lavandula_pedunculata;297;;;;;;;;;;
266;C;LPED;Lavandula_pedunculata;298;;;;;;;;;;
267;C;LPED;Lavandula_pedunculata;299;;;;;;;;;;
268;C;LPED;Lavandula_pedunculata;300;;;;;;;;;;
269;C;LPED;Lavandula_pedunculata;301;;;;;;;;;;
270;C;LPED;Lavandula_pedunculata;302;;;;;;;;;;
271;C;LPED;Lavandula_pedunculata;303;;;;;;;;;;
272;C;LPED;Lavandula_pedunculata;304;;;;;;;;;;
273;C;LPED;Lavandula_pedunculata;305;;;;;;;;;;
274;C;SGEN;Stauracanthus_genistoides;251;Open;1,8;;;;;15;27;;1,8
274;C;SGEN;Stauracanthus_genistoides;251;1;3;;;;;;;;
275;C;SGEN;Stauracanthus_genistoides;252;Open;1,714285714;;;;;14;24;;1,714285714
275;C;SGEN;Stauracanthus_genistoides;252;1;0;;;;Restos crisálida;;;;
275;C;SGEN;Stauracanthus_genistoides;252;2;0;;;;Restos crisálida;;;;
276;C;SGEN;Stauracanthus_genistoides;253;All;3,0625;;;;;16;49;;3,0625
277;C;SGEN;Stauracanthus_genistoides;254;Open;2,733333333;;;1;;15;41;;2,733333333
277;C;SGEN;Stauracanthus_genistoides;254;1;0;;;;Crisálida;;;;
278;C;SGEN;Stauracanthus_genistoides;255;Open;2,833333333;;;;;6;17;;2,833333333
278;C;SGEN;Stauracanthus_genistoides;255;1;0;;;;;;;;
