"","Plot","Plant_sp","Plant_id","Mean_N_seeds","Mean_fruit_set","N_flowers","N_seeds_plant","N_seeds_sc"
"284","D","HHAL","517",25,0.33548951048951,57,478.072552447552,0.0127372206092778
"285","D","HHAL","518",24.8,0.61825311942959,74,1134.61812477718,0.0302294730968842
"286","D","HHAL","519",25.6,0.793333333333333,84,1705.984,0.0454522947461662
"287","D","HHAL","520",29.2,0.555493827160494,48,778.580148148148,0.0207436027402035
"288","D","HHAL","521",23.2,0.650694444444444,77,1162.40055555556,0.0309696765410569
"289","D","HHAL","522",31.3,0.788060731538992,195,4809.92867494824,0.128150261574425
"290","D","HHAL","523",25.4,0.775452744765139,153,3013.56445670628,0.0802899792276974
"291","D","HHAL","524",16.6111111111111,0.647008547008547,103,1106.99567901235,0.0294935321112047
"292","D","HHAL","525",35.7,0.773291925465838,155,4279.01086956522,0.114005092231537
"293","D","HHAL","526",37.4,0.548888888888889,66,1354.87733333333,0.0360978085958405
"294","D","HHAL","527",46.6,0.641169288228112,278,8306.21989513754,0.221301462909536
"295","D","HHAL","528",24.2,0.676666666666667,37,605.887333333333,0.0161425720625957
"296","D","HHAL","529",17.3,0.537926887926888,376,3499.10682058682,0.093226216985407
"297","D","HHAL","530",23.2,0.849417989417989,186,3665.40850793651,0.0976569697417065
"298","D","LPED","306",1.7,0.15400217748949,152,39.7941626632843,0.0276527262576021
"299","D","LPED","307",2.2,0.230121961371961,168,85.0530769230769,0.0595912178545267
"300","D","LPED","308",2.1,0.446340795427483,239,224.018445225054,0.157656854654815
"301","D","LPED","309",1.3,0.342853957636566,547,243.803449275362,0.171618815429629
"302","D","LPED","310",2.2,0.422481218574386,342,317.874868855368,0.223889830996832
"303","D","LPED","311",2.1,0.324883005928893,151,103.020401180052,0.072270471084214
"304","D","LPED","312",2.7,0.367555378982378,211,209.396299406261,0.147338240322138
"305","D","LPED","313",1.9,0.616275543836519,395,462.514795649308,0.325959912925244
"306","D","LPED","314",1.6,0.264973179235852,302,128.035040206764,0.0899229015815248
"307","D","LPED","315",2,0.300821494966502,373,224.41283524501,0.157935169381191
"308","D","LPED","316",1.9,0.407998346968935,287,222.48149860216,0.156572256016005
"309","D","LPED","317",2.7,0.51746549149775,318,444.295870999968,0.313103109324569
"310","D","LPED","318",2.4,0.410395989974937,355,349.657383458647,0.246318242994504
"311","D","LPED","319",1.3,0.171666666666667,226,50.4356666666667,0.0351622653561263
"312","D","LPED","320",1.9,0.408616008927374,197,152.944972141516,0.107501441959477
"313","D","ROFF","46",0.5,0.666666666666667,567,189,0.00399338835464851
"314","D","ROFF","47",0.25,0.794047619047619,296,58.7595238095238,0
"315","D","ROFF","48",1.875,0.829047619047619,2035,3163.33482142857,0.0951914120884328
"316","D","ROFF","49",1.5,0.864603174603175,217,281.428333333333,0.00682739388633202
"317","D","ROFF","50",1.5,0.719642857142857,801,864.650892857143,0.0247099619288849
"318","D","ROFF","51",1.9,0.845238095238095,1663,2670.69880952381,0.0800863773821422
"319","D","ROFF","52",2.5,0.676865079365079,284,480.574206349206,0.0129335356437902
"320","D","ROFF","53",1.2,0.66,1423,1127.016,0.0327545099386611
"321","D","ROFF","54",2.1,0.906349206349206,791,1505.53666666667,0.0443605794684575
"322","D","ROFF","55",2,0.831136363636364,524,871.030909090909,0.024905583776068
"323","D","ROFF","56",1.25,0.805714285714286,932,938.657142857143,0.0269791159243677
"324","D","ROFF","57",1.5,0.656666666666667,78,76.83,0.000554070679812807
"325","D","ROFF","58",1.6,0.93,1510,2246.88,0.0670913918911636
"326","D","ROFF","59",2.25,0.773333333333333,152,264.48,0.00630772996199985
"327","D","ROFF","60",2,0.702380952380952,186,261.285714285714,0.00620978788019885
"328","D","SGEN","166",0.833333333333333,0.20001443001443,272,45.3366041366041,0.0610391437725396
"329","D","SGEN","168",0,0.104454804454804,550,0,0
"330","D","SGEN","169",0,0.284651015539113,179,0,0
"331","D","SGEN","170",0.4,0.0636363636363636,11,0.28,0.00037697927716011
"332","D","SGEN","171",0,0.127417027417027,164,0,0
"333","D","SGEN","172",0,0.0436079182630907,355,0,0
"334","D","SGEN","173",2.33333333333333,0.215288446858165,602,302.408505020102,0.407149070105527
"335","D","SGEN","174",0,0.234047619047619,90,0,0
"336","D","SGEN","175",0.25,0.209613526570048,244,12.7864251207729,0.0172150617838959
"337","D","SGEN","176",2,0.167134894091416,68,22.7303455964326,0.0306031044733666
"338","D","SGEN","177",0.5,0.252142857142857,101,12.7332142857143,0.0171434211334049
"339","D","SGEN","178",2.33333333333333,0.217835497835498,395,200.771717171717,0.270309917191386
"340","D","SGEN","179",0.5,0.179365079365079,37,3.31825396825397,0.00446754636566446
"341","D","SGEN","180",0,0.130396864664599,320,0,0
"342","D","TMAS","591",1,0.00844947735191638,328,2.77142857142857,0.00576449489353053
"343","D","TMAS","592",1.4,0.125209521935865,501,87.8219586858155,0.182667248798434
"344","D","TMAS","593",1.25,0.00832376578645235,122,1.26937428243398,0.0026402634527571
"345","D","TMAS","594",1,0.0103174603174603,207,2.13571428571429,0.00444222673496296
"346","D","TMAS","595",1.5,0.0117647058823529,141,2.48823529411765,0.00517546069731471
"347","D","TMAS","596",1,0,204,0,0
"348","D","TMAS","597",1,0.00344827586206897,420,1.44827586206897,0.003012373797899
"349","D","TMAS","598",1,0.00629885057471264,345,2.17310344827586,0.00451999516056178
"350","D","TMAS","599",1.33333333333333,0.00792612442202606,296,3.12817710522629,0.0065065219919563
"351","D","TMAS","600",1.1,0.0784209852383368,448,38.6458615254524,0.0803823247390159
"352","E","AVEL","450",0.411108429907461,0.411108429907461,147,60.4329391963968,1
"353","E","AVEL","451",0.666794871794872,0.666794871794872,35,23.3378205128205,0.362842927745165
"354","E","AVEL","452",0.670184569952012,0.670184569952012,20,13.4036913990402,0.192211296248589
"355","E","AVEL","453",0.756205543113356,0.756205543113356,62,46.8847436730281,0.767292061587941
"356","E","AVEL","454",0.804267814565297,0.804267814565297,33,26.5408378806548,0.417858930952462
"357","E","AVEL","455",0.641417921992773,0.641417921992773,61,39.1264932415592,0.634033985966171
"358","E","AVEL","456",0.641670707342349,0.641670707342349,30,19.2501212202705,0.292631357977295
"359","E","AVEL","457",0.214084585627139,0.214084585627139,72,15.414090165154,0.226742518612595
"360","E","AVEL","458",0.65976430976431,0.65976430976431,33,21.7722222222222,0.335951734009574
"361","E","AVEL","459",0.553569044970602,0.553569044970602,41,22.6963308437947,0.351824505540219
"362","E","CLIB","411",11.2,0.95,106,1127.84,0.101788374672468
"363","E","CLIB","412",14.2,0.745238095238095,158,1672.01619047619,0.151839165645952
"364","E","CLIB","413",14,0.719495798319328,417,4200.41647058823,0.384389644942828
"365","E","CLIB","414",10.7,0.560952380952381,77,462.168666666667,0.0405630264400288
"366","E","CLIB","415",9.8,0.596666666666667,120,701.68,0.0625921631245225
"367","E","CLIB","416",17.6,0.831944444444444,87,1273.87333333333,0.115219840381087
"368","E","CLIB","417",17.4,0.600128205128205,33,344.593615384615,0.0297490209425353
"369","E","CLIB","418",10.2,0.518333333333333,4,21.148,0
"370","E","CLIB","419",17.2,0.695555555555555,76,909.230222222222,0.0816816656987795
"371","E","CLIB","420",11.9,0.782222222222222,186,1731.37066666667,0.157298313865117
"372","E","CLIB","421",12.6,0.764247517188694,223,2147.38267379679,0.195561160302976
"373","E","CLIB","422",13.5,0.743549783549784,770,7729.2,0.708950715258507
"374","E","CLIB","423",13,0.866883116883117,280,3155.45454545455,0.288278914989081
"375","E","CLIB","424",17.9,0.534285714285714,9,86.0734285714286,0.00597153846707046
"376","E","CLIB","425",14.7,0.821001221001221,93,1122.39076923077,0.101287179811373
"377","E","CSAL","361",33.4,0.479145299145299,56,896.193367521367,1
"378","E","CSAL","362",33,0.427380952380952,32,451.314285714286,0.503590298779493
"379","E","CSAL","363",20.6,0.573571428571429,12,141.786857142857,0.158210116567814
"380","E","CSAL","364",31.9,0.275208125208125,20,175.582783882784,0.19592064642076
"381","E","CSAL","365",17.6666666666667,0.3,2,10.6,0.0118278045611036
"382","E","CSAL","365_1",18.25,0.188717948717949,0,0,0
"383","E","CSAL","365_2",39.3,0.308717948717949,14,169.856615384615,0.18953121228111
"384","E","CSAL","365_3",26.8,0.152046783625731,0,0,0
"385","E","CSAL","365_4",31.2,0.394444444444444,0,0,0
"386","E","HCOM","181",2.85714285714286,0.071787946878691,751,154.036423159705,0.0465294067923664
"387","E","HCOM","182",3.125,0.237014274817478,356,263.678380734445,0.0800123629725451
"388","E","HCOM","183",2.85714285714286,0.203102453102453,196,113.737373737374,0.0342227010771662
"389","E","HCOM","184",3.44444444444444,0.236153846153846,196,159.430085470085,0.0481765477481089
"390","E","HCOM","185",4.3,0.252775033642664,1152,1252.1464066523,0.381875192945773
"391","E","HCOM","186",3,0.338151260504202,1278,1296.47193277311,0.395411522299931
"392","E","HCOM","187",2.44444444444444,0.185957066189624,741,336.83023255814,0.102351805858195
"393","E","HCOM","188",2.88888888888889,0.306509372979961,369,326.738991596639,0.099270097118297
"394","E","HCOM","189",3.33333333333333,0.356272893772894,608,722.046398046398,0.219990858226879
"395","E","HCOM","190",2.875,0.150793650793651,166,71.9662698412698,0.0214664527185253
"396","E","HCOM","191",2.77777777777778,1.22541353383459,937,3189.4791144528,0.973506604830158
"397","E","HCOM","192",2.25,0.307277167277167,171,118.22489010989,0.0355931190939767
"398","E","HCOM","193",2.8,0.253290043290043,333,236.167636363636,0.0716110076098049
"399","E","HCOM","194",3,0.115042735042735,197,67.9902564102564,0.0202522397800918
"400","E","HCOM","195",3,0.252950513538749,378,286.845882352941,0.0870873592481958
"401","E","HHAL","533",38.7,0.811557017151646,767,24089.3657844106,0.641809626515396
"402","E","HHAL","534",18.6,0.573992673992674,56,597.870769230769,0.0159289878587337
"403","E","HHAL","535",22.5,0.475,63,673.3125,0.017938971412556
"404","E","HHAL","536",29.3,0.911666666666667,56,1495.86266666667,0.0398540612485929
"405","E","HHAL","537",21.6,0.868831168831169,2000,37533.5064935065,1
"406","E","HHAL","538",18.3,0.735811310031259,236,3177.821885763,0.0846662670942503
"407","E","HHAL","539",31.8571428571429,0.878769230769231,548,15341.3021538462,0.408736182336182
"408","E","HHAL","540",20.1,0.72987012987013,504,7393.87636363636,0.196994020926756
"409","E","HHAL","541",34.3,0.528888888888889,44,798.199111111111,0.0212663080452982
"410","E","HHAL","542",0,0.904761904761905,48,0,0
"411","E","HHAL","543",19.9,0.559242424242424,27,300.480954545454,0.00800567233432984
"412","E","HHAL","544",14.6666666666667,0.75,2,22,0.000586142944139955
"413","E","HHAL","545",12.0666666666667,0.869166666666667,147,1541.72783333333,0.0410760405132961
"414","E","LPED","321",2.1,0.275299283809922,283,163.610364368237,0.115027838594971
"415","E","LPED","322",1.6,0.189067261241174,524,158.513991824601,0.111431410038922
"416","E","LPED","323",2.6,0.307864096948108,491,393.019306163955,0.27691805800554
"417","E","LPED","324",2.6,0.323731361231361,122,102.687587782588,0.072035609995032
"418","E","LPED","325",2.4,0.288454106280193,608,420.912231884058,0.296601649366382
"419","E","LPED","326",1.8,0.419020467836257,331,249.652394736842,0.175746322651744
"420","E","LPED","327",2,0.360748548278391,329,237.372544767181,0.167080629020292
"421","E","LPED","328",1.7,0.392618075387452,312,208.244627185504,0.146525523664069
"422","E","LPED","329",2,0.355288656070985,321,228.095317197572,0.160533837971043
"423","E","LPED","330",1.7,0.343306645668549,390,227.612306078248,0.160192984752886
"424","E","LPED","331",3.1,0.288789186290283,263,235.449823582468,0.165723795446055
"425","E","LPED","332",2.3,0.343722943722944,254,200.802943722944,0.141274046720285
"426","E","LPED","333",2.2,0.351512901699603,728,562.983063362085,0.396858761838921
"427","E","LPED","334",2.1,0.268595146871009,358,201.929831417625,0.142069273334885
"428","E","LPED","335",1.9,0.296323008608478,148,83.3260300207039,0.0583724684903172
"429","E","ROFF","76",3.11111111111111,0.882395382395382,1443,3961.367003367,0.119660398345262
"430","E","ROFF","77",1.66666666666667,0.655357142857143,349,381.199404761905,0.00988653990934692
"431","E","ROFF","78",1.7,0.791861471861472,1475,1985.59264069264,0.0590798894120966
"432","E","ROFF","79",1.8,0.86547619047619,1011,1574.99357142857,0.0464902430165273
"433","E","ROFF","80",1.5,0.691190476190476,1441,1494.00821428571,0.0440070980559825
"434","E","ROFF","81",1.9,0.725,3146,4333.615,0.131074137439869
"435","E","ROFF","82",1.85714285714286,0.748095238095238,664,922.508299319728,0.0264839656791472
"436","E","ROFF","83",0.6,0.7,229,96.18,0.00114737367533809
"437","E","ROFF","84",2,0.898484848484848,748,1344.13333333333,0.0394116863855411
"438","E","ROFF","85",1.7,0.776330532212885,1218,1607.47,0.047486024016806
"439","E","ROFF","86",2.16666666666667,0.857272727272727,946,1757.12333333333,0.052074642670915
"440","E","ROFF","87",2,0.811666666666667,383,621.736666666667,0.0172618100914422
"441","E","ROFF","88",2.1,0.842261904761905,1287,2276.38125,0.0679959489969383
"442","E","ROFF","89",2.5,0.714761904761905,889,1588.55833333333,0.0469061610460717
"443","E","ROFF","90",2.75,0.742857142857143,2264,4625.02857142857,0.140009359396732
"444","E","SGEN","351",0.1,0.224040404040404,132,2.95733333333333,0.00398161922257678
"445","E","SGEN","353",1,0.163281761716544,584,95.3565488424619,0.12838372448255
"446","E","SGEN","354",0.833333333333333,0.146181818181818,279,33.9872727272727,0.0457589196620386
"447","E","SGEN","355",0.333333333333333,0.0366666666666667,49,0.598888888888889,0.000806316787259124
"448","E","SGEN","356",0,0.0777777777777778,59,0,0
"449","E","SGEN","357",0,0.048859649122807,399,0,0
"450","E","SGEN","358",1,0.177836990595611,148,26.3198746081505,0.0354358832311618
"451","E","SGEN","359",1.66666666666667,0.298679653679654,196,97.5686868686869,0.131362046604352
"452","E","SGEN","360",0,0.149300038714673,130,0,0
"453","E","TMAS","601",1,0.045692484719297,766,35.0004432949815,0.0727999554905454
"454","E","TMAS","602",1.4,0.0624515281017579,720,62.951140326572,0.130936633437172
"455","E","TMAS","603",1.5,0.0139689578713969,177,3.70875831485588,0.0077141148748082
"456","E","TMAS","604",1.2,0.0388779435219064,60,2.79921193357726,0.0058222835195418
"457","E","TMAS","605",1,0.00176991150442478,2953,5.22654867256637,0.0108710769039476
"458","E","TMAS","606",1,0.00646675358539765,145,0.93767926988266,0.00195034698665238
"459","E","TMAS","607",1,0.0163459931880984,334,5.45956172482488,0.0113557376178183
"460","E","TMAS","608",1,0.00192307692307692,220,0.423076923076923,0.000879988316419213
"461","E","TMAS","609",1.125,0.0347537316287316,1555,60.7973092680124,0.126456724314999
"462","F","AVEL","460",0.542688217956863,0.542688217956863,78,42.3296810006353,0.689052915865406
"463","F","AVEL","461",0.596878306878307,0.596878306878307,39,23.278253968254,0.36181979460832
"464","F","AVEL","462",0.428316562206505,0.428316562206505,40,17.1326624882602,0.256261240986527
"465","F","AVEL","463",0.768680351906158,0.768680351906158,18,13.8362463343109,0.199640991742956
"466","F","AVEL","464",0.629553253379912,0.629553253379912,50,31.4776626689956,0.502655339213233
"467","F","AVEL","465",0.782457786116323,0.782457786116323,40,31.2983114446529,0.499574747883083
"468","F","AVEL","466",0.302031947380785,0.302031947380785,48,14.4975334742777,0.210999461346871
"469","F","AVEL","467",0.460600697514491,0.460600697514491,46,21.1876320856666,0.325910635528286
"470","F","AVEL","468",0.575590081947114,0.575590081947114,29,16.6921123764663,0.248694217901723
"471","F","CLIB","426",16.2,0.672380952380952,7,76.248,0.00506784131849963
"472","F","CLIB","427",14.6,0.811341991341991,219,2594.18488311688,0.236655946103144
"473","F","CLIB","428",17.1,0.904444444444444,125,1933.25,0.17586623449702
"474","F","CLIB","429",16.3,0.566337054758107,92,849.279047315258,0.0761676359113727
"475","F","CLIB","430",16.2,0.708730158730159,828,9506.62285714286,0.872429789593792
"476","F","CLIB","431",14.4,0.76030303030303,51,558.366545454546,0.0494108591963488
"477","F","CLIB","432",13.2,0.828939393939394,236,2582.312,0.235563933623481
"478","F","CLIB","433",15.6,0.541795665634675,258,2180.61919504644,0.1986181006963
"479","F","CLIB","434",13.8,0.821969696969697,37,419.697727272727,0.0366567472840197
"480","F","CLIB","435",16.6,0.8,211,2802.08,0.25577717048163
"481","F","CLIB","561",14.1,0.697142857142857,27,265.402285714286,0.0224653713496093
"482","F","CLIB","562",15.9,0.741428571428571,6,70.7322857142857,0.00456053161326948
"483","F","CLIB","563",14.8,0.720714285714286,7,74.666,0.00492233632819353
"484","F","CLIB","564",18.6,0.866388888888889,676,10893.6273333333,1
"485","F","CLIB","565",17,0.853846153846154,254,3686.90769230769,0.337159499679989
"486","F","HCOM","196",3.9,0.176400984636279,217,149.288153297683,0.0450793586972894
"487","F","HCOM","197",4.1,0.483333333333333,107,212.038333333333,0.0642422920752327
"488","F","HCOM","198",2.5,0.41978021978022,915,960.247252747253,0.292733711022015
"489","F","HCOM","199",3.8,0.355833333333333,172,232.572666666667,0.0705131595277816
"490","F","HCOM","200",2.9,0.500833333333333,724,1051.54966666667,0.320616054533844
"491","F","HCOM","201",5.6,0.324122807017544,1805,3276.23333333333,1
"492","F","HCOM","202",2.9,0.341266968325792,321,317.68542081448,0.096505276784197
"493","F","HCOM","203",3.88888888888889,0.362323232323232,229,322.668967452301,0.0980271747636479
"494","F","HCOM","204",3.375,0.122142857142857,86,35.4519642857143,0.010315549178401
"495","F","HCOM","205",3.3,0.457564365459102,804,1214.00977443609,0.370228855963103
"496","F","HCOM","206",2.1,0.371666666666667,172,134.246,0.0404857179883617
"497","F","HCOM","207",3,0.0866666666666667,262,68.12,0.0202918614634887
"498","F","HCOM","208",2.8,0.386519607843137,567,613.638529411765,0.186884773700746
"499","F","HCOM","209",3.5,0.158874458874459,102,56.7181818181818,0.0168099227330903
"500","F","HCOM","210",2.3,0.236280193236715,410,222.812222222222,0.067532470922239
"501","F","HHAL","546",43.3333333333333,0.555079365079365,643,15466.3613756614,0.412068117811938
"502","F","HHAL","547",7.5,0.666666666666667,2,10,0.000266428610972707
"503","F","HHAL","548",15.1428571428571,0.858728070175439,387,5032.39184210526,0.134077316836249
"504","F","HHAL","549",21.7333333333333,0.392286224312086,215,1833.02276413561,0.0488369708930002
"505","F","HHAL","550",18.7692307692308,0.464857142857143,333,2905.42865934066,0.0774089321988425
"506","F","HHAL","551",35.1,0.706709956709957,16,396.888311688312,0.010574240159442
"507","F","HHAL","552",27.3,0.517799043062201,61,862.290746411483,0.022973892582103
"508","F","HHAL","553",27.6,0.777777777777778,7,150.266666666667,0.00400353392754987
"509","F","HHAL","554",26.2,0.719600301659125,214,4034.65497134238,0.107494751976888
"510","F","HHAL","555",22.25,0.750215484363082,134,2236.76746662853,0.0595938849202779
"511","F","HHAL","556",18.3,0.862353328683252,229,3613.8640945129,0.0962836790945211
"512","F","HHAL","557",34.6666666666667,0.575681050452218,15,299.354146235153,0.00797565093703523
"513","F","HHAL","558",27.1,0.676589058000823,746,13678.3303499794,0.364429855557084
"514","F","HHAL","559",24.4,0.740363590134757,226,4082.6609814391,0.108773769435729
"515","F","HHAL","560",17.5,0.809673202614379,859,12171.4124183007,0.324281250418379
"516","F","LPED","336",2,0.262351992834751,252,132.225404388715,0.0928799745339397
"517","F","LPED","337",2.1,0.272415535129008,540,308.919216836295,0.217569970668007
"518","F","LPED","338",2.2,0.0740583403142484,65,10.5903426649375,0.00704405778046367
"519","F","LPED","339",2,0.31904347826087,331,211.206782608696,0.148615869348221
"520","F","LPED","340",1.9,0.343649478151582,107,69.8639389082166,0.0488724862016307
"521","F","LPED","341",1.9,0.250326546058253,106,50.4157663761322,0.0351482220395243
"522","F","LPED","342",1.2,0.0894648829431438,140,15.0301003344482,0.0101771237264583
"523","F","LPED","343",2.4,0.13324596173674,78,24.9436440371177,0.0171729528889961
"524","F","LPED","344",1.8,0.11085299569523,128,25.540530208181,0.0175941659090301
"525","F","LPED","345",0.1,0.0183823529411765,331,0.608455882352941,0
"526","F","LPED","346",1.6,0.187224048662728,718,215.082987103742,0.151351244836514
"527","F","LPED","347",2,0.18668946301925,231,86.2505319148936,0.0604362426815542
"528","F","LPED","348",2.9,0.279848534205717,79,64.1132991865298,0.0448143517670802
"529","F","LPED","349",1.6,0.179243977661082,253,72.557962157206,0.050773615300881
"530","F","LPED","350",2.3,0.266450216450216,396,242.682857142857,0.170828031492521
"531","F","ROFF","100",2.9,0.756666666666667,1579,3464.85233333333,0.104436437567318
"532","F","ROFF","101",3,0.832738095238095,2728,6815.12857142857,0.207161446761069
"533","F","ROFF","102",2.8,0.963492063492064,12111,32672.7866666667,1
"534","F","ROFF","103",2.2,0.71712775528565,4249,6703.5668308592,0.203740779326142
"535","F","ROFF","104",1.2,0.611666666666667,1642,1205.228,0.0351526191834168
"536","F","ROFF","105",1.75,0.314880952380952,184,101.391666666667,0.0013071719929098
"537","F","ROFF","91",2.8,0.801388888888889,3598,8073.51222222222,0.245745570251297
"538","F","ROFF","92",2.3,0.691666666666667,1178,1874.00166666667,0.055658325631053
"539","F","ROFF","93",3,0.853333333333333,6470,16563.2,0.506053435348451
"540","F","ROFF","94",2.3,0.868333333333333,922,1841.38766666667,0.0546583264632978
"541","F","ROFF","95",1.88888888888889,0.815,2308,3553.03777777778,0.107140349109985
"542","F","ROFF","96",3.4,0.776277056277056,2747,7250.27245021645,0.220503677601861
"543","F","ROFF","97",2.9,0.759444444444444,1987,4376.14672222222,0.132378230370065
"544","F","ROFF","98",2.8,0.804642857142857,4667,10514.751,0.320597987804167
"545","F","ROFF","99",2.5,0.929166666666667,1915,4448.38541666667,0.134593188189534
"546","F","SGEN","211",2,0.176159951159951,687,242.043772893773,0.32587673766643
"547","F","SGEN","213",1,0.15952380952381,138,22.0142857142857,0.0296390339848842
"548","F","SGEN","215",1,0.137402597402597,273,37.5109090909091,0.050502983552534
"549","F","SGEN","217",1,0.135953017570665,142,19.3053284950344,0.0259918170764162
"550","F","SGEN","219",2,0.036985236985237,444,32.8428904428904,0.0442181753536055
"551","F","SGEN","220",1,0.180532048596565,445,80.3367616254713,0.108161765453408
"552","F","SGEN","225",0.5,0.204761904761905,759,77.7071428571429,0.104621366230225
"553","F","TMAS","611",1.25,0.00605722779635823,288,2.18060200668896,0.00453559195498282
"554","F","TMAS","612",1.1,0.0853754940711462,394,37.0017391304348,0.0769625955610299
"555","F","TMAS","613",1,0.0372093023255814,273,10.1581395348837,0.0211286497080544
"556","F","TMAS","614",1.1,0.175882792730619,2485,480.775613929147,1
"557","F","TMAS","615",1.5,0.134034231973394,562,112.990857553571,0.23501786338569
"558","F","TMAS","616",1,0.0410997568473708,798,32.7976059642019,0.068218114675499
"559","F","TMAS","617",1,0.0268209240332833,1103,29.5834792087115,0.0615328197845561
"560","F","TMAS","618",1,0.00625,51,0.31875,0.00066299119748402
"561","F","TMAS","619",1,0.00540540540540541,2563,13.8540540540541,0.0288160498425275
"562","F","TMAS","620",1.6,0.0768707482993197,295,36.2829931972789,0.075467623868764
"563","F","TMAS","621",1,0.00476190476190476,755,3.5952380952381,0.00747799595294768
"564","F","TMAS","622",1,0.0043010752688172,386,1.66021505376344,0.00345320146376665
"565","F","TMAS","623",1,0.0107142857142857,154,1.65,0.00343195443403493
"566","F","TMAS","624",1,0.004,325,1.3,0.00270396409954267
